zone,url,probe_num,timestamp,http_status,latency_seconds,error_type,error_message
test,http://10.129.13.78:30080/health,1,2026-07-26T04:24:55.352957Z,200,0.1092,,
internet,https://fb1.spb.ru/health,1,2026-07-26T04:24:55.352747Z,200,0.1167,,
test,http://10.129.13.78:30080/health,2,2026-07-26T04:24:56.353541Z,200,0.1086,,
internet,https://fb1.spb.ru/health,2,2026-07-26T04:24:56.353156Z,200,0.129,,
test,http://10.129.13.78:30080/health,3,2026-07-26T04:24:57.353675Z,200,0.107,,
internet,https://fb1.spb.ru/health,3,2026-07-26T04:24:57.353178Z,200,0.1268,,
test,http://10.129.13.78:30080/health,4,2026-07-26T04:24:58.353649Z,200,0.1071,,
internet,https://fb1.spb.ru/health,4,2026-07-26T04:24:58.353142Z,200,0.1185,,
test,http://10.129.13.78:30080/health,5,2026-07-26T04:24:59.353559Z,200,0.1069,,
internet,https://fb1.spb.ru/health,5,2026-07-26T04:24:59.353118Z,200,0.1169,,
test,http://10.129.13.78:30080/health,6,2026-07-26T04:25:00.353506Z,200,0.107,,
internet,https://fb1.spb.ru/health,6,2026-07-26T04:25:00.353112Z,200,0.1173,,
test,http://10.129.13.78:30080/health,7,2026-07-26T04:25:01.353481Z,200,0.1066,,
internet,https://fb1.spb.ru/health,7,2026-07-26T04:25:01.353110Z,200,0.118,,
test,http://10.129.13.78:30080/health,8,2026-07-26T04:25:02.353879Z,200,0.107,,
internet,https://fb1.spb.ru/health,8,2026-07-26T04:25:02.353291Z,200,0.1264,,
test,http://10.129.13.78:30080/health,9,2026-07-26T04:25:03.353651Z,200,0.1196,,
internet,https://fb1.spb.ru/health,9,2026-07-26T04:25:03.353142Z,200,0.1379,,
test,http://10.129.13.78:30080/health,10,2026-07-26T04:25:04.353592Z,200,0.1066,,
internet,https://fb1.spb.ru/health,10,2026-07-26T04:25:04.353124Z,200,0.1261,,
test,http://10.129.13.78:30080/health,11,2026-07-26T04:25:05.353799Z,200,0.1072,,
internet,https://fb1.spb.ru/health,11,2026-07-26T04:25:05.353254Z,200,0.1251,,
test,http://10.129.13.78:30080/health,12,2026-07-26T04:25:06.353887Z,200,0.1069,,
internet,https://fb1.spb.ru/health,12,2026-07-26T04:25:06.353435Z,200,0.1279,,
test,http://10.129.13.78:30080/health,13,2026-07-26T04:25:07.353290Z,200,0.1065,,
internet,https://fb1.spb.ru/health,13,2026-07-26T04:25:07.353052Z,200,0.1226,,
test,http://10.129.13.78:30080/health,14,2026-07-26T04:25:08.353613Z,200,0.1074,,
internet,https://fb1.spb.ru/health,14,2026-07-26T04:25:08.353214Z,200,0.1241,,
test,http://10.129.13.78:30080/health,15,2026-07-26T04:25:09.353493Z,200,0.1066,,
internet,https://fb1.spb.ru/health,15,2026-07-26T04:25:09.353184Z,200,0.1233,,
test,http://10.129.13.78:30080/health,16,2026-07-26T04:25:10.353657Z,200,0.1067,,
internet,https://fb1.spb.ru/health,16,2026-07-26T04:25:10.353295Z,200,0.1169,,
test,http://10.129.13.78:30080/health,17,2026-07-26T04:25:11.353601Z,200,0.1071,,
internet,https://fb1.spb.ru/health,17,2026-07-26T04:25:11.353191Z,200,0.1284,,
test,http://10.129.13.78:30080/health,18,2026-07-26T04:25:12.353966Z,200,0.1073,,
internet,https://fb1.spb.ru/health,18,2026-07-26T04:25:12.353144Z,200,0.1204,,
test,http://10.129.13.78:30080/health,19,2026-07-26T04:25:13.353719Z,200,0.1199,,
internet,https://fb1.spb.ru/health,19,2026-07-26T04:25:13.353209Z,200,0.1337,,
test,http://10.129.13.78:30080/health,20,2026-07-26T04:25:14.353781Z,200,0.1074,,
internet,https://fb1.spb.ru/health,20,2026-07-26T04:25:14.353193Z,200,0.1241,,
test,http://10.129.13.78:30080/health,21,2026-07-26T04:25:15.353501Z,200,0.1069,,
internet,https://fb1.spb.ru/health,21,2026-07-26T04:25:15.353024Z,200,0.1159,,
test,http://10.129.13.78:30080/health,22,2026-07-26T04:25:16.353800Z,200,0.1071,,
internet,https://fb1.spb.ru/health,22,2026-07-26T04:25:16.353249Z,200,0.1242,,
test,http://10.129.13.78:30080/health,23,2026-07-26T04:25:17.353498Z,200,0.1069,,
internet,https://fb1.spb.ru/health,23,2026-07-26T04:25:17.353133Z,200,0.1242,,
test,http://10.129.13.78:30080/health,24,2026-07-26T04:25:18.353625Z,200,0.1076,,
internet,https://fb1.spb.ru/health,24,2026-07-26T04:25:18.353261Z,200,0.1249,,
test,http://10.129.13.78:30080/health,25,2026-07-26T04:25:19.353726Z,200,0.1081,,
internet,https://fb1.spb.ru/health,25,2026-07-26T04:25:19.353312Z,200,0.1265,,
test,http://10.129.13.78:30080/health,26,2026-07-26T04:25:20.353588Z,200,0.1065,,
internet,https://fb1.spb.ru/health,26,2026-07-26T04:25:20.353198Z,200,0.1218,,
test,http://10.129.13.78:30080/health,27,2026-07-26T04:25:21.353532Z,200,0.1069,,
internet,https://fb1.spb.ru/health,27,2026-07-26T04:25:21.353162Z,200,0.1213,,
test,http://10.129.13.78:30080/health,28,2026-07-26T04:25:22.353749Z,200,0.1077,,
internet,https://fb1.spb.ru/health,28,2026-07-26T04:25:22.353218Z,200,0.1253,,
test,http://10.129.13.78:30080/health,29,2026-07-26T04:25:23.353627Z,200,0.1077,,
internet,https://fb1.spb.ru/health,29,2026-07-26T04:25:23.353269Z,200,0.1247,,
test,http://10.129.13.78:30080/health,30,2026-07-26T04:25:24.353908Z,200,0.1076,,
internet,https://fb1.spb.ru/health,30,2026-07-26T04:25:24.353248Z,200,0.1405,,
test,http://10.129.13.78:30080/health,31,2026-07-26T04:25:25.353829Z,200,0.1071,,
internet,https://fb1.spb.ru/health,31,2026-07-26T04:25:25.353350Z,200,0.1263,,
test,http://10.129.13.78:30080/health,32,2026-07-26T04:25:26.353710Z,200,0.1071,,
internet,https://fb1.spb.ru/health,32,2026-07-26T04:25:26.353316Z,200,0.119,,
test,http://10.129.13.78:30080/health,33,2026-07-26T04:25:27.353560Z,200,0.1071,,
internet,https://fb1.spb.ru/health,33,2026-07-26T04:25:27.353135Z,200,0.1249,,
test,http://10.129.13.78:30080/health,34,2026-07-26T04:25:28.353875Z,200,0.1077,,
internet,https://fb1.spb.ru/health,34,2026-07-26T04:25:28.353238Z,200,0.1274,,
test,http://10.129.13.78:30080/health,35,2026-07-26T04:25:29.353307Z,200,0.1069,,
internet,https://fb1.spb.ru/health,35,2026-07-26T04:25:29.353084Z,200,0.1133,,
test,http://10.129.13.78:30080/health,36,2026-07-26T04:25:30.353416Z,200,0.1074,,
internet,https://fb1.spb.ru/health,36,2026-07-26T04:25:30.353141Z,200,0.1243,,
test,http://10.129.13.78:30080/health,37,2026-07-26T04:25:31.353853Z,200,0.1077,,
internet,https://fb1.spb.ru/health,37,2026-07-26T04:25:31.353438Z,200,0.1255,,
test,http://10.129.13.78:30080/health,38,2026-07-26T04:25:32.353479Z,200,0.1066,,
internet,https://fb1.spb.ru/health,38,2026-07-26T04:25:32.353128Z,200,0.1167,,
test,http://10.129.13.78:30080/health,39,2026-07-26T04:25:33.353314Z,200,0.1073,,
internet,https://fb1.spb.ru/health,39,2026-07-26T04:25:33.353014Z,200,0.1166,,
test,http://10.129.13.78:30080/health,40,2026-07-26T04:25:34.354444Z,200,0.1068,,
internet,https://fb1.spb.ru/health,40,2026-07-26T04:25:34.353324Z,200,0.1212,,
test,http://10.129.13.78:30080/health,41,2026-07-26T04:25:35.353652Z,200,0.1065,,
internet,https://fb1.spb.ru/health,41,2026-07-26T04:25:35.353240Z,200,0.1406,,
test,http://10.129.13.78:30080/health,42,2026-07-26T04:25:36.353840Z,200,0.1077,,
internet,https://fb1.spb.ru/health,42,2026-07-26T04:25:36.353319Z,200,0.1262,,
test,http://10.129.13.78:30080/health,43,2026-07-26T04:25:37.353742Z,200,0.1071,,
internet,https://fb1.spb.ru/health,43,2026-07-26T04:25:37.353266Z,200,0.1192,,
test,http://10.129.13.78:30080/health,44,2026-07-26T04:25:38.353608Z,200,0.1074,,
internet,https://fb1.spb.ru/health,44,2026-07-26T04:25:38.353068Z,200,0.1201,,
test,http://10.129.13.78:30080/health,45,2026-07-26T04:25:39.353719Z,200,0.1067,,
internet,https://fb1.spb.ru/health,45,2026-07-26T04:25:39.353257Z,200,0.1268,,
test,http://10.129.13.78:30080/health,46,2026-07-26T04:25:40.353580Z,200,0.1063,,
internet,https://fb1.spb.ru/health,46,2026-07-26T04:25:40.353188Z,200,0.1263,,
test,http://10.129.13.78:30080/health,47,2026-07-26T04:25:41.353507Z,200,0.1069,,
internet,https://fb1.spb.ru/health,47,2026-07-26T04:25:41.353113Z,200,0.116,,
test,http://10.129.13.78:30080/health,48,2026-07-26T04:25:42.353519Z,200,0.1065,,
internet,https://fb1.spb.ru/health,48,2026-07-26T04:25:42.353121Z,200,0.1234,,
test,http://10.129.13.78:30080/health,49,2026-07-26T04:25:43.353553Z,200,0.1074,,
internet,https://fb1.spb.ru/health,49,2026-07-26T04:25:43.353109Z,200,0.1176,,
test,http://10.129.13.78:30080/health,50,2026-07-26T04:25:44.353656Z,200,0.1073,,
internet,https://fb1.spb.ru/health,50,2026-07-26T04:25:44.353272Z,200,0.1237,,
test,http://10.129.13.78:30080/health,51,2026-07-26T04:25:45.353590Z,200,0.1073,,
internet,https://fb1.spb.ru/health,51,2026-07-26T04:25:45.353108Z,200,0.1181,,
test,http://10.129.13.78:30080/health,52,2026-07-26T04:25:46.353574Z,200,0.124,,
